date;flight_number;departure;destination;travel_class;service;component;dish_type;region;passengers;ratio;load_factor;price_per_dish;co2_per_item;departure_time;arrival_time;flight_duration;route
2025-01-29;4Y002;FRA;SIN;Business;Second;Dinner;Veg;Asia;40;0,6;1,2;4,5;1,2;13:14;21:14;12:00;intercont
2025-01-29;4Y003;FRA;LAX;Business;First;Starter;Meat;North America;57;0,6;1,2;5;2,5;15:31;18:31;11:00;intercont
2025-01-29;4Y003;FRA;LAX;Business;First;Starter;Veg;North America;57;0,6;1,2;4,5;1,2;15:31;18:31;11:00;intercont
2025-01-29;4Y003;FRA;LAX;Business;First;Main;Meat;North America;57;0,4;1,2;5;2,5;15:31;18:31;11:00;intercont
2025-01-29;4Y003;FRA;LAX;Business;First;Main;Veg;North America;57;0,4;1,2;4,5;1,2;15:31;18:31;11:00;intercont
2025-01-29;4Y003;FRA;LAX;Business;First;Main;Fish;North America;57;0,4;1,2;6;3;15:31;18:31;11:00;intercont
2025-01-29;4Y003;FRA;LAX;Business;First;Dessert;Cheese;North America;57;0,6;1,2;3,5;1,8;15:31;18:31;11:00;intercont
2025-01-29;4Y003;FRA;LAX;Business;First;Dessert;Sweet;North America;57;0,6;1,2;2,5;0,8;15:31;18:31;11:00;intercont
2025-01-29;4Y003;FRA;LAX;Business;Second;Breakfast;;North America;57;1;1;0;0;15:31;18:31;11:00;intercont
2025-01-29;4Y003;FRA;LAX;Business;Second;Dinner;Meat;North America;57;0,6;1,2;5;2,5;15:31;18:31;11:00;intercont
2025-01-29;4Y003;FRA;LAX;Business;Second;Dinner;Veg;North America;57;0,6;1,2;4,5;1,2;15:31;18:31;11:00;intercont
2025-01-29;4Y004;FRA;BKK;Business;First;Starter;Meat;Asia;52;0,6;1,2;5;2,5;11:26;04:56;10:00;intercont
2025-01-29;4Y004;FRA;BKK;Business;First;Starter;Veg;Asia;52;0,6;1,2;4,5;1,2;11:26;04:56;10:00;intercont
2025-01-29;4Y004;FRA;BKK;Business;First;Main;Meat;Asia;52;0,4;1,2;5;2,5;11:26;04:56;10:00;intercont
2025-01-29;4Y004;FRA;BKK;Business;First;Main;Veg;Asia;52;0,4;1,2;4,5;1,2;11:26;04:56;10:00;intercont
2025-01-29;4Y004;FRA;BKK;Business;First;Main;Fish;Asia;52;0,4;1,2;6;3;11:26;04:56;10:00;intercont
2025-01-29;4Y004;FRA;BKK;Business;First;Dessert;Cheese;Asia;52;0,6;1,2;3,5;1,8;11:26;04:56;10:00;intercont
2025-01-29;4Y004;FRA;BKK;Business;First;Dessert;Sweet;Asia;52;0,6;1,2;2,5;0,8;11:26;04:56;10:00;intercont
2025-01-29;4Y004;FRA;BKK;Business;Second;Breakfast;;Asia;52;1;1;0;0;11:26;04:56;10:00;intercont
2025-01-29;4Y004;FRA;BKK;Business;Second;Dinner;Meat;Asia;52;0,6;1,2;5;2,5;11:26;04:56;10:00;intercont
2025-01-29;4Y004;FRA;BKK;Business;Second;Dinner;Veg;Asia;52;0,6;1,2;4,5;1,2;11:26;04:56;10:00;intercont
2025-01-29;4Y005;FRA;HND;Business;First;Starter;Meat;Asia;32;0,6;1,2;5;2,5;12:30;02:30;10:00;intercont
2025-01-29;4Y005;FRA;HND;Business;First;Starter;Veg;Asia;32;0,6;1,2;4,5;1,2;12:30;02:30;10:00;intercont
2025-01-29;4Y005;FRA;HND;Business;First;Main;Meat;Asia;32;0,4;1,2;5;2,5;12:30;02:30;10:00;intercont
2025-01-29;4Y005;FRA;HND;Business;First;Main;Veg;Asia;32;0,4;1,2;4,5;1,2;12:30;02:30;10:00;intercont
2025-01-29;4Y005;FRA;HND;Business;First;Main;Fish;Asia;32;0,4;1,2;6;3;12:30;02:30;10:00;intercont
2025-01-29;4Y005;FRA;HND;Business;First;Dessert;Cheese;Asia;32;0,6;1,2;3,5;1,8;12:30;02:30;10:00;intercont
2025-01-29;4Y005;FRA;HND;Business;First;Dessert;Sweet;Asia;32;0,6;1,2;2,5;0,8;12:30;02:30;10:00;intercont
2025-01-29;4Y005;FRA;HND;Business;Second;Breakfast;;Asia;32;1;1;0;0;12:30;02:30;10:00;intercont
2025-01-29;4Y005;FRA;HND;Business;Second;Dinner;Meat;Asia;32;0,6;1,2;5;2,5;12:30;02:30;10:00;intercont
2025-01-29;4Y005;FRA;HND;Business;Second;Dinner;Veg;Asia;32;0,6;1,2;4,5;1,2;12:30;02:30;10:00;intercont
2025-01-29;4Y006;FRA;GRU;Business;First;Starter;Meat;South America;30;0,6;1,2;5;2,5;22:05;07:05;11:00;intercont
2025-01-29;4Y006;FRA;GRU;Business;First;Starter;Veg;South America;30;0,6;1,2;4,5;1,2;22:05;07:05;11:00;intercont
2025-01-29;4Y006;FRA;GRU;Business;First;Main;Meat;South America;30;0,4;1,2;5;2,5;22:05;07:05;11:00;intercont
2025-01-29;4Y006;FRA;GRU;Business;First;Main;Veg;South America;30;0,4;1,2;4,5;1,2;22:05;07:05;11:00;intercont
2025-01-29;4Y006;FRA;GRU;Business;First;Main;Fish;South America;30;0,4;1,2;6;3;22:05;07:05;11:00;intercont
2025-01-29;4Y006;FRA;GRU;Business;First;Dessert;Cheese;South America;30;0,6;1,2;3,5;1,8;22:05;07:05;11:00;intercont
2025-01-29;4Y006;FRA;GRU;Business;First;Dessert;Sweet;South America;30;0,6;1,2;2,5;0,8;22:05;07:05;11:00;intercont
2025-01-29;4Y006;FRA;GRU;Business;Second;Breakfast;;South America;30;1;1;0;0;22:05;07:05;11:00;intercont
2025-01-29;4Y006;FRA;GRU;Business;Second;Dinner;Meat;South America;30;0,6;1,2;5;2,5;22:05;07:05;11:00;intercont
2025-01-29;4Y006;FRA;GRU;Business;Second;Dinner;Veg;South America;30;0,6;1,2;4,5;1,2;22:05;07:05;11:00;intercont
2025-01-29;4Y007;FRA;LHR;Business;First;Breakfast;;Europe;56;1;1;0;0;06:14;07:14;01:00;cont
2025-01-29;4Y007;FRA;LHR;Business;First;Hot Meal;Meat;Europe;56;0,6;1,2;5;2,5;06:14;07:14;01:00;cont
2025-01-29;4Y007;FRA;LHR;Business;First;Hot Meal;Veg;Europe;56;0,6;1,2;4,5;1,2;06:14;07:14;01:00;cont
2025-01-29;4Y008;FRA;CDG;Business;First;Breakfast;;Europe;38;1;1;0;0;04:18;05:18;01:00;cont
2025-01-29;4Y008;FRA;CDG;Business;First;Hot Meal;Meat;Europe;38;0,6;1,2;5;2,5;04:18;05:18;01:00;cont
2025-01-29;4Y008;FRA;CDG;Business;First;Hot Meal;Veg;Europe;38;0,6;1,2;4,5;1,2;04:18;05:18;01:00;cont
2025-01-29;4Y009;FRA;MAD;Business;First;Breakfast;;Europe;33;1;1;0;0;08:44;10:44;02:00;cont
2025-01-29;4Y009;FRA;MAD;Business;First;Hot Meal;Meat;Europe;33;0,6;1,2;5;2,5;08:44;10:44;02:00;cont
2025-01-29;4Y009;FRA;MAD;Business;First;Hot Meal;Veg;Europe;33;0,6;1,2;4,5;1,2;08:44;10:44;02:00;cont
2025-01-29;4Y010;FRA;AMS;Business;First;Breakfast;;Europe;34;1;1;0;0;13:38;14:38;01:00;cont
2025-01-29;4Y010;FRA;AMS;Business;First;Hot Meal;Meat;Europe;34;0,6;1,2;5;2,5;13:38;14:38;01:00;cont
2025-01-29;4Y010;FRA;AMS;Business;First;Hot Meal;Veg;Europe;34;0,6;1,2;4,5;1,2;13:38;14:38;01:00;cont
2025-01-29;4Y011;FRA;BCN;Business;First;Breakfast;;Europe;39;1;1;0;0;14:42;16:42;02:00;cont
2025-01-29;4Y011;FRA;BCN;Business;First;Hot Meal;Meat;Europe;39;0,6;1,2;5;2,5;14:42;16:42;02:00;cont
2025-01-29;4Y011;FRA;BCN;Business;First;Hot Meal;Veg;Europe;39;0,6;1,2;4,5;1,2;14:42;16:42;02:00;cont
2025-01-29;4Y012;FRA;ZRH;Business;First;Breakfast;;Europe;50;1;1;0;0;15:12;16:12;01:00;cont
2025-01-29;4Y012;FRA;ZRH;Business;First;Hot Meal;Meat;Europe;50;0,6;1,2;5;2,5;15:12;16:12;01:00;cont
2025-01-29;4Y012;FRA;ZRH;Business;First;Hot Meal;Veg;Europe;50;0,6;1,2;4,5;1,2;15:12;16:12;01:00;cont
2025-01-30;4Y001;FRA;JFK;Business;First;Starter;Meat;North America;31;0,6;1,2;5;2,5;05:10;08:10;08:00;intercont
2025-01-30;4Y001;FRA;JFK;Business;First;Starter;Veg;North America;31;0,6;1,2;4,5;1,2;05:10;08:10;08:00;intercont
2025-01-30;4Y001;FRA;JFK;Business;First;Main;Meat;North America;31;0,4;1,2;5;2,5;05:10;08:10;08:00;intercont
2025-01-30;4Y001;FRA;JFK;Business;First;Main;Veg;North America;31;0,4;1,2;4,5;1,2;05:10;08:10;08:00;intercont
2025-01-30;4Y001;FRA;JFK;Business;First;Main;Fish;North America;31;0,4;1,2;6;3;05:10;08:10;08:00;intercont
2025-01-30;4Y001;FRA;JFK;Business;First;Dessert;Cheese;North America;31;0,6;1,2;3,5;1,8;05:10;08:10;08:00;intercont
2025-01-30;4Y001;FRA;JFK;Business;First;Dessert;Sweet;North America;31;0,6;1,2;2,5;0,8;05:10;08:10;08:00;intercont
2025-01-30;4Y001;FRA;JFK;Business;Second;Breakfast;;North America;31;1;1;0;0;05:10;08:10;08:00;intercont
2025-01-30;4Y001;FRA;JFK;Business;Second;Dinner;Meat;North America;31;0,6;1,2;5;2,5;05:10;08:10;08:00;intercont
2025-01-30;4Y001;FRA;JFK;Business;Second;Dinner;Veg;North America;31;0,6;1,2;4,5;1,2;05:10;08:10;08:00;intercont
2025-01-30;4Y002;FRA;SIN;Business;First;Starter;Meat;Asia;36;0,6;1,2;5;2,5;09:44;17:44;12:00;intercont
2025-01-30;4Y002;FRA;SIN;Business;First;Starter;Veg;Asia;36;0,6;1,2;4,5;1,2;09:44;17:44;12:00;intercont
2025-01-30;4Y002;FRA;SIN;Business;First;Main;Meat;Asia;36;0,4;1,2;5;2,5;09:44;17:44;12:00;intercont
2025-01-30;4Y002;FRA;SIN;Business;First;Main;Veg;Asia;36;0,4;1,2;4,5;1,2;09:44;17:44;12:00;intercont
2025-01-30;4Y002;FRA;SIN;Business;First;Main;Fish;Asia;36;0,4;1,2;6;3;09:44;17:44;12:00;intercont
2025-01-30;4Y002;FRA;SIN;Business;First;Dessert;Cheese;Asia;36;0,6;1,2;3,5;1,8;09:44;17:44;12:00;intercont
2025-01-30;4Y002;FRA;SIN;Business;First;Dessert;Sweet;Asia;36;0,6;1,2;2,5;0,8;09:44;17:44;12:00;intercont
2025-01-30;4Y002;FRA;SIN;Business;Second;Breakfast;;Asia;36;1;1;0;0;09:44;17:44;12:00;intercont
2025-01-30;4Y002;FRA;SIN;Business;Second;Dinner;Meat;Asia;36;0,6;1,2;5;2,5;09:44;17:44;12:00;intercont
2025-01-30;4Y002;FRA;SIN;Business;Second;Dinner;Veg;Asia;36;0,6;1,2;4,5;1,2;09:44;17:44;12:00;intercont
2025-01-30;4Y003;FRA;LAX;Business;First;Starter;Meat;North America;58;0,6;1,2;5;2,5;10:50;13:50;11:00;intercont
2025-01-30;4Y003;FRA;LAX;Business;First;Starter;Veg;North America;58;0,6;1,2;4,5;1,2;10:50;13:50;11:00;intercont
2025-01-30;4Y003;FRA;LAX;Business;First;Main;Meat;North America;58;0,4;1,2;5;2,5;10:50;13:50;11:00;intercont
2025-01-30;4Y003;FRA;LAX;Business;First;Main;Veg;North America;58;0,4;1,2;4,5;1,2;10:50;13:50;11:00;intercont
2025-01-30;4Y003;FRA;LAX;Business;First;Main;Fish;North America;58;0,4;1,2;6;3;10:50;13:50;11:00;intercont
2025-01-30;4Y003;FRA;LAX;Business;First;Dessert;Cheese;North America;58;0,6;1,2;3,5;1,8;10:50;13:50;11:00;intercont
2025-01-30;4Y003;FRA;LAX;Business;First;Dessert;Sweet;North America;58;0,6;1,2;2,5;0,8;10:50;13:50;11:00;intercont
2025-01-30;4Y003;FRA;LAX;Business;Second;Breakfast;;North America;58;1;1;0;0;10:50;13:50;11:00;intercont
2025-01-30;4Y003;FRA;LAX;Business;Second;Dinner;Meat;North America;58;0,6;1,2;5;2,5;10:50;13:50;11:00;intercont
2025-01-30;4Y003;FRA;LAX;Business;Second;Dinner;Veg;North America;58;0,6;1,2;4,5;1,2;10:50;13:50;11:00;intercont
2025-01-30;4Y004;FRA;BKK;Business;First;Starter;Meat;Asia;44;0,6;1,2;5;2,5;12:01;05:31;10:00;intercont
2025-01-30;4Y004;FRA;BKK;Business;First;Starter;Veg;Asia;44;0,6;1,2;4,5;1,2;12:01;05:31;10:00;intercont
2025-01-30;4Y004;FRA;BKK;Business;First;Main;Meat;Asia;44;0,4;1,2;5;2,5;12:01;05:31;10:00;intercont
2025-01-30;4Y004;FRA;BKK;Business;First;Main;Veg;Asia;44;0,4;1,2;4,5;1,2;12:01;05:31;10:00;intercont
2025-01-30;4Y004;FRA;BKK;Business;First;Main;Fish;Asia;44;0,4;1,2;6;3;12:01;05:31;10:00;intercont
2025-01-30;4Y004;FRA;BKK;Business;First;Dessert;Cheese;Asia;44;0,6;1,2;3,5;1,8;12:01;05:31;10:00;intercont
2025-01-30;4Y004;FRA;BKK;Business;First;Dessert;Sweet;Asia;44;0,6;1,2;2,5;0,8;12:01;05:31;10:00;intercont
2025-01-30;4Y004;FRA;BKK;Business;Second;Breakfast;;Asia;44;1;1;0;0;12:01;05:31;10:00;intercont
2025-01-30;4Y004;FRA;BKK;Business;Second;Dinner;Meat;Asia;44;0,6;1,2;5;2,5;12:01;05:31;10:00;intercont
2025-01-30;4Y004;FRA;BKK;Business;Second;Dinner;Veg;Asia;44;0,6;1,2;4,5;1,2;12:01;05:31;10:00;intercont
2025-01-30;4Y005;FRA;HND;Business;First;Starter;Meat;Asia;41;0,6;1,2;5;2,5;14:46;04:46;10:00;intercont
2025-01-30;4Y005;FRA;HND;Business;First;Starter;Veg;Asia;41;0,6;1,2;4,5;1,2;14:46;04:46;10:00;intercont
2025-01-30;4Y005;FRA;HND;Business;First;Main;Meat;Asia;41;0,4;1,2;5;2,5;14:46;04:46;10:00;intercont
2025-01-30;4Y005;FRA;HND;Business;First;Main;Veg;Asia;41;0,4;1,2;4,5;1,2;14:46;04:46;10:00;intercont
2025-01-30;4Y005;FRA;HND;Business;First;Main;Fish;Asia;41;0,4;1,2;6;3;14:46;04:46;10:00;intercont
2025-01-30;4Y005;FRA;HND;Business;First;Dessert;Cheese;Asia;41;0,6;1,2;3,5;1,8;14:46;04:46;10:00;intercont
2025-01-30;4Y005;FRA;HND;Business;First;Dessert;Sweet;Asia;41;0,6;1,2;2,5;0,8;14:46;04:46;10:00;intercont
2025-01-30;4Y005;FRA;HND;Business;Second;Breakfast;;Asia;41;1;1;0;0;14:46;04:46;10:00;intercont
2025-01-30;4Y005;FRA;HND;Business;Second;Dinner;Meat;Asia;41;0,6;1,2;5;2,5;14:46;04:46;10:00;intercont
2025-01-30;4Y005;FRA;HND;Business;Second;Dinner;Veg;Asia;41;0,6;1,2;4,5;1,2;14:46;04:46;10:00;intercont
2025-01-30;4Y006;FRA;GRU;Business;First;Starter;Meat;South America;59;0,6;1,2;5;2,5;18:01;03:01;11:00;intercont
2025-01-30;4Y006;FRA;GRU;Business;First;Starter;Veg;South America;59;0,6;1,2;4,5;1,2;18:01;03:01;11:00;intercont
2025-01-30;4Y006;FRA;GRU;Business;First;Main;Meat;South America;59;0,4;1,2;5;2,5;18:01;03:01;11:00;intercont
2025-01-30;4Y006;FRA;GRU;Business;First;Main;Veg;South America;59;0,4;1,2;4,5;1,2;18:01;03:01;11:00;intercont
2025-01-30;4Y006;FRA;GRU;Business;First;Main;Fish;South America;59;0,4;1,2;6;3;18:01;03:01;11:00;intercont
2025-01-30;4Y006;FRA;GRU;Business;First;Dessert;Cheese;South America;59;0,6;1,2;3,5;1,8;18:01;03:01;11:00;intercont
2025-01-30;4Y006;FRA;GRU;Business;First;Dessert;Sweet;South America;59;0,6;1,2;2,5;0,8;18:01;03:01;11:00;intercont
2025-01-30;4Y006;FRA;GRU;Business;Second;Breakfast;;South America;59;1;1;0;0;18:01;03:01;11:00;intercont
2025-01-30;4Y006;FRA;GRU;Business;Second;Dinner;Meat;South America;59;0,6;1,2;5;2,5;18:01;03:01;11:00;intercont
2025-01-30;4Y006;FRA;GRU;Business;Second;Dinner;Veg;South America;59;0,6;1,2;4,5;1,2;18:01;03:01;11:00;intercont
2025-01-30;4Y007;FRA;LHR;Business;First;Breakfast;;Europe;45;1;1;0;0;05:12;06:12;01:00;cont
2025-01-30;4Y007;FRA;LHR;Business;First;Hot Meal;Meat;Europe;45;0,6;1,2;5;2,5;05:12;06:12;01:00;cont
2025-01-30;4Y007;FRA;LHR;Business;First;Hot Meal;Veg;Europe;45;0,6;1,2;4,5;1,2;05:12;06:12;01:00;cont
2025-01-30;4Y008;FRA;CDG;Business;First;Breakfast;;Europe;44;1;1;0;0;08:42;09:42;01:00;cont
2025-01-30;4Y008;FRA;CDG;Business;First;Hot Meal;Meat;Europe;44;0,6;1,2;5;2,5;08:42;09:42;01:00;cont
2025-01-30;4Y008;FRA;CDG;Business;First;Hot Meal;Veg;Europe;44;0,6;1,2;4,5;1,2;08:42;09:42;01:00;cont
2025-01-30;4Y009;FRA;MAD;Business;First;Breakfast;;Europe;54;1;1;0;0;07:27;09:27;02:00;cont
2025-01-30;4Y009;FRA;MAD;Business;First;Hot Meal;Meat;Europe;54;0,6;1,2;5;2,5;07:27;09:27;02:00;cont
2025-01-30;4Y009;FRA;MAD;Business;First;Hot Meal;Veg;Europe;54;0,6;1,2;4,5;1,2;07:27;09:27;02:00;cont
2025-01-30;4Y010;FRA;AMS;Business;First;Breakfast;;Europe;50;1;1;0;0;18:50;19:50;01:00;cont
2025-01-30;4Y010;FRA;AMS;Business;First;Hot Meal;Meat;Europe;50;0,6;1,2;5;2,5;18:50;19:50;01:00;cont
2025-01-30;4Y010;FRA;AMS;Business;First;Hot Meal;Veg;Europe;50;0,6;1,2;4,5;1,2;18:50;19:50;01:00;cont
2025-01-30;4Y011;FRA;BCN;Business;First;Breakfast;;Europe;51;1;1;0;0;18:44;20:44;02:00;cont
2025-01-30;4Y011;FRA;BCN;Business;First;Hot Meal;Meat;Europe;51;0,6;1,2;5;2,5;18:44;20:44;02:00;cont
2025-01-30;4Y011;FRA;BCN;Business;First;Hot Meal;Veg;Europe;51;0,6;1,2;4,5;1,2;18:44;20:44;02:00;cont
2025-01-30;4Y012;FRA;ZRH;Business;First;Breakfast;;Europe;36;1;1;0;0;20:16;21:16;01:00;cont
2025-01-30;4Y012;FRA;ZRH;Business;First;Hot Meal;Meat;Europe;36;0,6;1,2;5;2,5;20:16;21:16;01:00;cont
2025-01-30;4Y012;FRA;ZRH;Business;First;Hot Meal;Veg;Europe;36;0,6;1,2;4,5;1,2;20:16;21:16;01:00;cont
2025-01-31;4Y001;FRA;JFK;Business;First;Starter;Meat;North America;45;0,6;1,2;5;2,5;08:27;11:27;08:00;intercont
2025-01-31;4Y001;FRA;JFK;Business;First;Starter;Veg;North America;45;0,6;1,2;4,5;1,2;08:27;11:27;08:00;intercont
2025-01-31;4Y001;FRA;JFK;Business;First;Main;Meat;North America;45;0,4;1,2;5;2,5;08:27;11:27;08:00;intercont
2025-01-31;4Y001;FRA;JFK;Business;First;Main;Veg;North America;45;0,4;1,2;4,5;1,2;08:27;11:27;08:00;intercont
2025-01-31;4Y001;FRA;JFK;Business;First;Main;Fish;North America;45;0,4;1,2;6;3;08:27;11:27;08:00;intercont
2025-01-31;4Y001;FRA;JFK;Business;First;Dessert;Cheese;North America;45;0,6;1,2;3,5;1,8;08:27;11:27;08:00;intercont
2025-01-31;4Y001;FRA;JFK;Business;First;Dessert;Sweet;North America;45;0,6;1,2;2,5;0,8;08:27;11:27;08:00;intercont
2025-01-31;4Y001;FRA;JFK;Business;Second;Breakfast;;North America;45;1;1;0;0;08:27;11:27;08:00;intercont
2025-01-31;4Y001;FRA;JFK;Business;Second;Dinner;Meat;North America;45;0,6;1,2;5;2,5;08:27;11:27;08:00;intercont
2025-01-31;4Y001;FRA;JFK;Business;Second;Dinner;Veg;North America;45;0,6;1,2;4,5;1,2;08:27;11:27;08:00;intercont
2025-01-31;4Y002;FRA;SIN;Business;First;Starter;Meat;Asia;36;0,6;1,2;5;2,5;06:00;14:00;12:00;intercont
2025-01-31;4Y002;FRA;SIN;Business;First;Starter;Veg;Asia;36;0,6;1,2;4,5;1,2;06:00;14:00;12:00;intercont
2025-01-31;4Y002;FRA;SIN;Business;First;Main;Meat;Asia;36;0,4;1,2;5;2,5;06:00;14:00;12:00;intercont
2025-01-31;4Y002;FRA;SIN;Business;First;Main;Veg;Asia;36;0,4;1,2;4,5;1,2;06:00;14:00;12:00;intercont
2025-01-31;4Y002;FRA;SIN;Business;First;Main;Fish;Asia;36;0,4;1,2;6;3;06:00;14:00;12:00;intercont
2025-01-31;4Y002;FRA;SIN;Business;First;Dessert;Cheese;Asia;36;0,6;1,2;3,5;1,8;06:00;14:00;12:00;intercont
2025-01-31;4Y002;FRA;SIN;Business;First;Dessert;Sweet;Asia;36;0,6;1,2;2,5;0,8;06:00;14:00;12:00;intercont
2025-01-31;4Y002;FRA;SIN;Business;Second;Breakfast;;Asia;36;1;1;0;0;06:00;14:00;12:00;intercont
2025-01-31;4Y002;FRA;SIN;Business;Second;Dinner;Meat;Asia;36;0,6;1,2;5;2,5;06:00;14:00;12:00;intercont
2025-01-31;4Y002;FRA;SIN;Business;Second;Dinner;Veg;Asia;36;0,6;1,2;4,5;1,2;06:00;14:00;12:00;intercont
2025-01-31;4Y003;FRA;LAX;Business;First;Starter;Meat;North America;53;0,6;1,2;5;2,5;14:32;17:32;11:00;intercont
2025-01-31;4Y003;FRA;LAX;Business;First;Starter;Veg;North America;53;0,6;1,2;4,5;1,2;14:32;17:32;11:00;intercont
2025-01-31;4Y003;FRA;LAX;Business;First;Main;Meat;North America;53;0,4;1,2;5;2,5;14:32;17:32;11:00;intercont
2025-01-31;4Y003;FRA;LAX;Business;First;Main;Veg;North America;53;0,4;1,2;4,5;1,2;14:32;17:32;11:00;intercont
2025-01-31;4Y003;FRA;LAX;Business;First;Main;Fish;North America;53;0,4;1,2;6;3;14:32;17:32;11:00;intercont
2025-01-31;4Y003;FRA;LAX;Business;First;Dessert;Cheese;North America;53;0,6;1,2;3,5;1,8;14:32;17:32;11:00;intercont
2025-01-31;4Y003;FRA;LAX;Business;First;Dessert;Sweet;North America;53;0,6;1,2;2,5;0,8;14:32;17:32;11:00;intercont
2025-01-31;4Y003;FRA;LAX;Business;Second;Breakfast;;North America;53;1;1;0;0;14:32;17:32;11:00;intercont
2025-01-31;4Y003;FRA;LAX;Business;Second;Dinner;Meat;North America;53;0,6;1,2;5;2,5;14:32;17:32;11:00;intercont
2025-01-31;4Y003;FRA;LAX;Business;Second;Dinner;Veg;North America;53;0,6;1,2;4,5;1,2;14:32;17:32;11:00;intercont
2025-01-31;4Y004;FRA;BKK;Business;First;Starter;Meat;Asia;58;0,6;1,2;5;2,5;08:36;02:06;10:00;intercont
2025-01-31;4Y004;FRA;BKK;Business;First;Starter;Veg;Asia;58;0,6;1,2;4,5;1,2;08:36;02:06;10:00;intercont
2025-01-31;4Y004;FRA;BKK;Business;First;Main;Meat;Asia;58;0,4;1,2;5;2,5;08:36;02:06;10:00;intercont
2025-01-31;4Y004;FRA;BKK;Business;First;Main;Veg;Asia;58;0,4;1,2;4,5;1,2;08:36;02:06;10:00;intercont
2025-01-31;4Y004;FRA;BKK;Business;First;Main;Fish;Asia;58;0,4;1,2;6;3;08:36;02:06;10:00;intercont
2025-01-31;4Y004;FRA;BKK;Business;First;Dessert;Cheese;Asia;58;0,6;1,2;3,5;1,8;08:36;02:06;10:00;intercont
2025-01-31;4Y004;FRA;BKK;Business;First;Dessert;Sweet;Asia;58;0,6;1,2;2,5;0,8;08:36;02:06;10:00;intercont
2025-01-31;4Y004;FRA;BKK;Business;Second;Breakfast;;Asia;58;1;1;0;0;08:36;02:06;10:00;intercont
2025-01-31;4Y004;FRA;BKK;Business;Second;Dinner;Meat;Asia;58;0,6;1,2;5;2,5;08:36;02:06;10:00;intercont
2025-01-31;4Y004;FRA;BKK;Business;Second;Dinner;Veg;Asia;58;0,6;1,2;4,5;1,2;08:36;02:06;10:00;intercont
2025-01-31;4Y005;FRA;HND;Business;First;Starter;Meat;Asia;47;0,6;1,2;5;2,5;07:07;21:07;10:00;intercont
2025-01-31;4Y005;FRA;HND;Business;First;Starter;Veg;Asia;47;0,6;1,2;4,5;1,2;07:07;21:07;10:00;intercont
2025-01-31;4Y005;FRA;HND;Business;First;Main;Meat;Asia;47;0,4;1,2;5;2,5;07:07;21:07;10:00;intercont
2025-01-31;4Y005;FRA;HND;Business;First;Main;Veg;Asia;47;0,4;1,2;4,5;1,2;07:07;21:07;10:00;intercont
2025-01-31;4Y005;FRA;HND;Business;First;Main;Fish;Asia;47;0,4;1,2;6;3;07:07;21:07;10:00;intercont
2025-01-31;4Y005;FRA;HND;Business;First;Dessert;Cheese;Asia;47;0,6;1,2;3,5;1,8;07:07;21:07;10:00;intercont
2025-01-31;4Y005;FRA;HND;Business;First;Dessert;Sweet;Asia;47;0,6;1,2;2,5;0,8;07:07;21:07;10:00;intercont
2025-01-31;4Y005;FRA;HND;Business;Second;Breakfast;;Asia;47;1;1;0;0;07:07;21:07;10:00;intercont
2025-01-31;4Y005;FRA;HND;Business;Second;Dinner;Meat;Asia;47;0,6;1,2;5;2,5;07:07;21:07;10:00;intercont
2025-01-31;4Y005;FRA;HND;Business;Second;Dinner;Veg;Asia;47;0,6;1,2;4,5;1,2;07:07;21:07;10:00;intercont
2025-01-31;4Y006;FRA;GRU;Business;First;Starter;Meat;South America;31;0,6;1,2;5;2,5;19:32;04:32;11:00;intercont
2025-01-31;4Y006;FRA;GRU;Business;First;Starter;Veg;South America;31;0,6;1,2;4,5;1,2;19:32;04:32;11:00;intercont
2025-01-31;4Y006;FRA;GRU;Business;First;Main;Meat;South America;31;0,4;1,2;5;2,5;19:32;04:32;11:00;intercont
2025-01-31;4Y006;FRA;GRU;Business;First;Main;Veg;South America;31;0,4;1,2;4,5;1,2;19:32;04:32;11:00;intercont
2025-01-31;4Y006;FRA;GRU;Business;First;Main;Fish;South America;31;0,4;1,2;6;3;19:32;04:32;11:00;intercont
2025-01-31;4Y006;FRA;GRU;Business;First;Dessert;Cheese;South America;31;0,6;1,2;3,5;1,8;19:32;04:32;11:00;intercont
2025-01-31;4Y006;FRA;GRU;Business;First;Dessert;Sweet;South America;31;0,6;1,2;2,5;0,8;19:32;04:32;11:00;intercont
2025-01-31;4Y006;FRA;GRU;Business;Second;Breakfast;;South America;31;1;1;0;0;19:32;04:32;11:00;intercont
2025-01-31;4Y006;FRA;GRU;Business;Second;Dinner;Meat;South America;31;0,6;1,2;5;2,5;19:32;04:32;11:00;intercont
2025-01-31;4Y006;FRA;GRU;Business;Second;Dinner;Veg;South America;31;0,6;1,2;4,5;1,2;19:32;04:32;11:00;intercont
2025-01-31;4Y007;FRA;LHR;Business;First;Breakfast;;Europe;45;1;1;0;0;02:20;03:20;01:00;cont
2025-01-31;4Y007;FRA;LHR;Business;First;Hot Meal;Meat;Europe;45;0,6;1,2;5;2,5;02:20;03:20;01:00;cont
2025-01-31;4Y007;FRA;LHR;Business;First;Hot Meal;Veg;Europe;45;0,6;1,2;4,5;1,2;02:20;03:20;01:00;cont
2025-01-31;4Y008;FRA;CDG;Business;First;Breakfast;;Europe;33;1;1;0;0;07:19;08:19;01:00;cont
2025-01-31;4Y008;FRA;CDG;Business;First;Hot Meal;Meat;Europe;33;0,6;1,2;5;2,5;07:19;08:19;01:00;cont
