date;flight_number;departure;destination;travel_class;service;component;dish_type;region;passengers;amount_loaded;amount_predicted_demand;amount_used;amount_missed_order;recommended_ratio;ratio;load_factor;price_per_dish;co2_per_item;items_saved;potential_cost_savings;potential_co2_savings;customer_satisfaction;departure_time;arrival_time;flight_duration;route
2024-04-30;4Y001;FRA;JFK;Premium Eco;First;Main;Veg;North America;23;9;6;7;0;0,26;0,4;1,2;4,5;1,2;0;0;0;87;08:00;11:00;08:00;intercont
2024-04-30;4Y001;FRA;JFK;Premium Eco;First;Main;Bread;North America;23;9;7;7;0;0,3;0,4;1,2;1;0,3;2;2;0,6;77;08:00;11:00;08:00;intercont
2024-04-30;4Y001;FRA;JFK;Premium Eco;Second;Breakfast;;North America;23;23;22;21;0;0,96;1;1;0;0;1;0;0;69;08:00;11:00;08:00;intercont
2024-04-30;4Y001;FRA;JFK;Premium Eco;Second;Dinner;Meat;North America;23;13;12;12;0;0,52;0,6;1,2;5;2,5;1;5;2,5;90;08:00;11:00;08:00;intercont
2024-04-30;4Y001;FRA;JFK;Premium Eco;Second;Dinner;Veg;North America;23;13;12;13;1;0,52;0,6;1,2;4,5;1,2;0;0;0;87;08:00;11:00;08:00;intercont
2024-04-30;4Y001;FRA;JFK;Eco;First;Main;Non-Veg;North America;185;111;105;106;0;0,57;0,6;1,2;5,5;2,7;0;0;0;81;08:00;11:00;08:00;intercont
2024-04-30;4Y001;FRA;JFK;Eco;First;Main;Veg;North America;185;111;87;85;0;0,47;0,6;1,2;4,5;1,2;24;108;28,8;88;08:00;11:00;08:00;intercont
2024-04-30;4Y001;FRA;JFK;Eco;Second;Breakfast;;North America;185;185;165;156;0;0,89;1;1;0;0;20;0;0;68;08:00;11:00;08:00;intercont
2024-04-30;4Y001;FRA;JFK;Eco;Second;Dinner;Meat;North America;185;111;90;92;0;0,49;0,6;1,2;5;2,5;0;0;0;66;08:00;11:00;08:00;intercont
2024-04-30;4Y001;FRA;JFK;Eco;Second;Dinner;Veg;North America;185;111;80;82;0;0,43;0,6;1,2;4,5;1,2;0;0;0;75;08:00;11:00;08:00;intercont
2024-04-30;4Y002;FRA;SIN;Business;First;Starter;Meat;Asia;38;22;20;19;0;0,53;0,6;1,2;5;2,5;2;10;5;97;09:00;17:00;12:00;intercont
2024-04-30;4Y002;FRA;SIN;Business;First;Starter;Veg;Asia;38;22;16;15;0;0,42;0,6;1,2;4,5;1,2;6;27;7,2;67;09:00;17:00;12:00;intercont
2024-04-30;4Y002;FRA;SIN;Business;First;Main;Meat;Asia;38;15;11;11;0;0,29;0,4;1,2;5;2,5;4;20;10;74;09:00;17:00;12:00;intercont
2024-04-30;4Y002;FRA;SIN;Business;First;Main;Veg;Asia;38;15;11;11;0;0,29;0,4;1,2;4,5;1,2;4;18;4,8;70;09:00;17:00;12:00;intercont
2024-04-30;4Y002;FRA;SIN;Business;First;Main;Fish;Asia;38;15;11;12;0;0,29;0,4;1,2;6;3;0;0;0;98;09:00;17:00;12:00;intercont
2024-04-30;4Y002;FRA;SIN;Business;First;Dessert;Cheese;Asia;38;22;22;21;0;0,58;0,6;1,2;3,5;1,8;0;0;0;93;09:00;17:00;12:00;intercont
2024-04-30;4Y002;FRA;SIN;Business;First;Dessert;Sweet;Asia;38;22;18;18;0;0,47;0,6;1,2;2,5;0,8;4;10;3,2;92;09:00;17:00;12:00;intercont
2024-04-30;4Y002;FRA;SIN;Business;Second;Breakfast;;Asia;38;38;33;35;0;0,87;1;1;0;0;0;0;0;87;09:00;17:00;12:00;intercont
2024-04-30;4Y002;FRA;SIN;Business;Second;Dinner;Meat;Asia;38;22;21;21;0;0,55;0,6;1,2;5;2,5;1;5;2,5;100;09:00;17:00;12:00;intercont
2024-04-30;4Y002;FRA;SIN;Business;Second;Dinner;Veg;Asia;38;22;16;15;0;0,42;0,6;1,2;4,5;1,2;6;27;7,2;67;09:00;17:00;12:00;intercont
2024-04-30;4Y002;FRA;SIN;Premium Eco;First;Starter;Snack;Asia;13;13;9;9;0;0,69;1;1;2;0,5;4;8;2;67;09:00;17:00;12:00;intercont
2024-04-30;4Y002;FRA;SIN;Premium Eco;First;Main;Non-Veg;Asia;13;5;3;3;0;0,23;0,4;1,2;5,5;2,7;2;11;5,4;87;09:00;17:00;12:00;intercont
2024-04-30;4Y002;FRA;SIN;Premium Eco;First;Main;Veg;Asia;13;5;5;5;1;0,38;0,4;1,2;4,5;1,2;0;0;0;100;09:00;17:00;12:00;intercont
2024-04-30;4Y002;FRA;SIN;Premium Eco;First;Main;Bread;Asia;13;5;4;4;0;0,31;0,4;1,2;1;0,3;1;1;0,3;84;09:00;17:00;12:00;intercont
2024-04-30;4Y002;FRA;SIN;Premium Eco;Second;Breakfast;;Asia;13;13;11;12;0;0,85;1;1;0;0;0;0;0;100;09:00;17:00;12:00;intercont
2024-04-30;4Y002;FRA;SIN;Premium Eco;Second;Dinner;Meat;Asia;13;7;5;6;0;0,38;0,6;1,2;5;2,5;0;0;0;69;09:00;17:00;12:00;intercont
2024-04-30;4Y002;FRA;SIN;Premium Eco;Second;Dinner;Veg;Asia;13;7;5;5;0;0,38;0,6;1,2;4,5;1,2;2;9;2,4;90;09:00;17:00;12:00;intercont
2024-04-30;4Y002;FRA;SIN;Eco;First;Main;Non-Veg;Asia;158;94;88;90;0;0,56;0,6;1,2;5,5;2,7;0;0;0;97;09:00;17:00;12:00;intercont
2024-04-30;4Y002;FRA;SIN;Eco;First;Main;Veg;Asia;158;94;79;79;0;0,5;0,6;1,2;4,5;1,2;15;67,5;18;73;09:00;17:00;12:00;intercont
2024-04-30;4Y002;FRA;SIN;Eco;Second;Breakfast;;Asia;158;158;116;110;0;0,73;1;1;0;0;42;0;0;67;09:00;17:00;12:00;intercont
2024-04-30;4Y002;FRA;SIN;Eco;Second;Dinner;Meat;Asia;158;94;72;68;0;0,46;0,6;1,2;5;2,5;22;110;55;94;09:00;17:00;12:00;intercont
2024-04-30;4Y002;FRA;SIN;Eco;Second;Dinner;Veg;Asia;158;94;75;74;0;0,47;0,6;1,2;4,5;1,2;19;85,5;22,8;76;09:00;17:00;12:00;intercont
2024-04-30;4Y003;FRA;LAX;Business;First;Starter;Meat;North America;57;34;25;25;0;0,44;0,6;1,2;5;2,5;9;45;22,5;66;12:00;15:00;11:00;intercont
2024-04-30;4Y003;FRA;LAX;Business;First;Starter;Veg;North America;57;34;25;26;0;0,44;0,6;1,2;4,5;1,2;0;0;0;75;12:00;15:00;11:00;intercont
2024-04-30;4Y003;FRA;LAX;Business;First;Main;Meat;North America;57;22;17;18;0;0,3;0,4;1,2;5;2,5;0;0;0;84;12:00;15:00;11:00;intercont
2024-04-30;4Y003;FRA;LAX;Business;First;Main;Veg;North America;57;22;20;21;0;0,35;0,4;1,2;4,5;1,2;0;0;0;68;12:00;15:00;11:00;intercont
2024-04-30;4Y003;FRA;LAX;Business;First;Main;Fish;North America;57;22;16;16;0;0,28;0,4;1,2;6;3;6;36;18;75;12:00;15:00;11:00;intercont
2024-04-30;4Y003;FRA;LAX;Business;First;Dessert;Cheese;North America;57;34;33;32;0;0,58;0,6;1,2;3,5;1,8;1;3,5;1,8;90;12:00;15:00;11:00;intercont
2024-04-30;4Y003;FRA;LAX;Business;First;Dessert;Sweet;North America;57;34;35;34;4;0,61;0,6;1,2;2,5;0,8;0;0;0;65;12:00;15:00;11:00;intercont
2024-04-30;4Y003;FRA;LAX;Business;Second;Breakfast;;North America;57;57;50;51;0;0,88;1;1;0;0;0;0;0;89;12:00;15:00;11:00;intercont
2024-04-30;4Y003;FRA;LAX;Business;Second;Dinner;Meat;North America;57;34;34;34;4;0,6;0,6;1,2;5;2,5;0;0;0;85;12:00;15:00;11:00;intercont
2024-04-30;4Y003;FRA;LAX;Business;Second;Dinner;Veg;North America;57;34;25;24;0;0,44;0,6;1,2;4,5;1,2;9;40,5;10,8;71;12:00;15:00;11:00;intercont
2024-04-30;4Y003;FRA;LAX;Premium Eco;First;Starter;Snack;North America;15;15;14;14;0;0,93;1;1;2;0,5;1;2;0,5;72;12:00;15:00;11:00;intercont
2024-04-30;4Y003;FRA;LAX;Premium Eco;First;Main;Non-Veg;North America;15;6;4;4;0;0,27;0,4;1,2;5,5;2,7;2;11;5,4;97;12:00;15:00;11:00;intercont
2024-04-30;4Y003;FRA;LAX;Premium Eco;First;Main;Veg;North America;15;6;5;5;0;0,33;0,4;1,2;4,5;1,2;1;4,5;1,2;67;12:00;15:00;11:00;intercont
2024-04-30;4Y003;FRA;LAX;Premium Eco;First;Main;Bread;North America;15;6;5;5;0;0,33;0,4;1,2;1;0,3;1;1;0,3;93;12:00;15:00;11:00;intercont
2024-04-30;4Y003;FRA;LAX;Premium Eco;Second;Breakfast;;North America;15;15;12;12;0;0,8;1;1;0;0;3;0;0;75;12:00;15:00;11:00;intercont
2024-04-30;4Y003;FRA;LAX;Premium Eco;Second;Dinner;Meat;North America;15;9;6;6;0;0,4;0,6;1,2;5;2,5;3;15;7,5;87;12:00;15:00;11:00;intercont
2024-04-30;4Y003;FRA;LAX;Premium Eco;Second;Dinner;Veg;North America;15;9;7;8;0;0,47;0,6;1,2;4,5;1,2;0;0;0;75;12:00;15:00;11:00;intercont
2024-04-30;4Y003;FRA;LAX;Eco;First;Main;Non-Veg;North America;164;98;93;96;0;0,57;0,6;1,2;5,5;2,7;0;0;0;74;12:00;15:00;11:00;intercont
2024-04-30;4Y003;FRA;LAX;Eco;First;Main;Veg;North America;164;98;83;83;0;0,51;0,6;1,2;4,5;1,2;15;67,5;18;100;12:00;15:00;11:00;intercont
2024-04-30;4Y003;FRA;LAX;Eco;Second;Breakfast;;North America;164;164;157;150;0;0,96;1;1;0;0;7;0;0;86;12:00;15:00;11:00;intercont
2024-04-30;4Y003;FRA;LAX;Eco;Second;Dinner;Meat;North America;164;98;69;71;0;0,42;0,6;1,2;5;2,5;0;0;0;77;12:00;15:00;11:00;intercont
2024-04-30;4Y003;FRA;LAX;Eco;Second;Dinner;Veg;North America;164;98;94;93;0;0,57;0,6;1,2;4,5;1,2;4;18;4,8;68;12:00;15:00;11:00;intercont
2024-04-30;4Y004;FRA;BKK;Business;First;Starter;Meat;Asia;39;23;22;22;0;0,56;0,6;1,2;5;2,5;1;5;2,5;70;13:30;07:00;10:00;intercont
2024-04-30;4Y004;FRA;BKK;Business;First;Starter;Veg;Asia;39;23;20;21;0;0,51;0,6;1,2;4,5;1,2;0;0;0;84;13:30;07:00;10:00;intercont
2024-04-30;4Y004;FRA;BKK;Business;First;Main;Meat;Asia;39;15;12;13;0;0,31;0,4;1,2;5;2,5;0;0;0;66;13:30;07:00;10:00;intercont
2024-04-30;4Y004;FRA;BKK;Business;First;Main;Veg;Asia;39;15;12;13;0;0,31;0,4;1,2;4,5;1,2;0;0;0;91;13:30;07:00;10:00;intercont
2024-04-30;4Y004;FRA;BKK;Business;First;Main;Fish;Asia;39;15;12;12;0;0,31;0,4;1,2;6;3;3;18;9;96;13:30;07:00;10:00;intercont
2024-04-30;4Y004;FRA;BKK;Business;First;Dessert;Cheese;Asia;39;23;17;18;0;0,44;0,6;1,2;3,5;1,8;0;0;0;70;13:30;07:00;10:00;intercont
2024-04-30;4Y004;FRA;BKK;Business;First;Dessert;Sweet;Asia;39;23;23;22;0;0,59;0,6;1,2;2,5;0,8;0;0;0;87;13:30;07:00;10:00;intercont
2024-04-30;4Y004;FRA;BKK;Business;Second;Breakfast;;Asia;39;39;36;38;0;0,92;1;1;0;0;0;0;0;79;13:30;07:00;10:00;intercont
2024-04-30;4Y004;FRA;BKK;Business;Second;Dinner;Meat;Asia;39;23;20;21;0;0,51;0,6;1,2;5;2,5;0;0;0;69;13:30;07:00;10:00;intercont
2024-04-30;4Y004;FRA;BKK;Business;Second;Dinner;Veg;Asia;39;23;19;18;0;0,49;0,6;1,2;4,5;1,2;4;18;4,8;67;13:30;07:00;10:00;intercont
2024-04-30;4Y004;FRA;BKK;Premium Eco;First;Starter;Snack;Asia;21;21;15;15;0;0,71;1;1;2;0,5;6;12;3;72;13:30;07:00;10:00;intercont
2024-04-30;4Y004;FRA;BKK;Premium Eco;First;Main;Non-Veg;Asia;21;8;8;8;1;0,38;0,4;1,2;5,5;2,7;0;0;0;67;13:30;07:00;10:00;intercont
2024-04-30;4Y004;FRA;BKK;Premium Eco;First;Main;Veg;Asia;21;8;6;7;0;0,29;0,4;1,2;4,5;1,2;0;0;0;74;13:30;07:00;10:00;intercont
2024-04-30;4Y004;FRA;BKK;Premium Eco;First;Main;Bread;Asia;21;8;8;8;6;0,38;0,4;1,2;1;0,3;0;0;0;66;13:30;07:00;10:00;intercont
2024-04-30;4Y004;FRA;BKK;Premium Eco;Second;Breakfast;;Asia;21;21;16;16;0;0,76;1;1;0;0;5;0;0;65;13:30;07:00;10:00;intercont
2024-04-30;4Y004;FRA;BKK;Premium Eco;Second;Dinner;Meat;Asia;21;12;8;9;0;0,38;0,6;1,2;5;2,5;0;0;0;83;13:30;07:00;10:00;intercont
2024-04-30;4Y004;FRA;BKK;Premium Eco;Second;Dinner;Veg;Asia;21;12;8;8;0;0,38;0,6;1,2;4,5;1,2;4;18;4,8;77;13:30;07:00;10:00;intercont
2024-04-30;4Y004;FRA;BKK;Eco;First;Main;Non-Veg;Asia;197;118;103;99;0;0,52;0,6;1,2;5,5;2,7;15;82,5;40,5;69;13:30;07:00;10:00;intercont
2024-04-30;4Y004;FRA;BKK;Eco;First;Main;Veg;Asia;197;118;95;95;0;0,48;0,6;1,2;4,5;1,2;23;103,5;27,6;98;13:30;07:00;10:00;intercont
2024-04-30;4Y004;FRA;BKK;Eco;Second;Breakfast;;Asia;197;197;140;139;0;0,71;1;1;0;0;57;0;0;75;13:30;07:00;10:00;intercont
2024-04-30;4Y004;FRA;BKK;Eco;Second;Dinner;Meat;Asia;197;118;106;104;0;0,54;0,6;1,2;5;2,5;12;60;30;91;13:30;07:00;10:00;intercont
2024-04-30;4Y004;FRA;BKK;Eco;Second;Dinner;Veg;Asia;197;118;102;101;0;0,52;0,6;1,2;4,5;1,2;16;72;19,2;96;13:30;07:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Business;First;Starter;Meat;Asia;41;24;25;24;1;0,61;0,6;1,2;5;2,5;0;0;0;97;10:00;00:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Business;First;Starter;Veg;Asia;41;24;20;20;0;0,49;0,6;1,2;4,5;1,2;4;18;4,8;74;10:00;00:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Business;First;Main;Meat;Asia;41;16;13;14;0;0,32;0,4;1,2;5;2,5;0;0;0;79;10:00;00:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Business;First;Main;Veg;Asia;41;16;10;11;0;0,24;0,4;1,2;4,5;1,2;0;0;0;94;10:00;00:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Business;First;Main;Fish;Asia;41;16;14;14;0;0,34;0,4;1,2;6;3;2;12;6;82;10:00;00:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Business;First;Dessert;Cheese;Asia;41;24;17;18;0;0,41;0,6;1,2;3,5;1,8;0;0;0;71;10:00;00:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Business;First;Dessert;Sweet;Asia;41;24;23;23;0;0,56;0,6;1,2;2,5;0,8;1;2,5;0,8;83;10:00;00:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Business;Second;Breakfast;;Asia;41;41;38;38;0;0,93;1;1;0;0;3;0;0;93;10:00;00:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Business;Second;Dinner;Meat;Asia;41;24;15;16;0;0,37;0,6;1,2;5;2,5;0;0;0;90;10:00;00:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Business;Second;Dinner;Veg;Asia;41;24;18;17;0;0,44;0,6;1,2;4,5;1,2;6;27;7,2;92;10:00;00:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Premium Eco;First;Starter;Snack;Asia;19;19;16;16;0;0,84;1;1;2;0,5;3;6;1,5;99;10:00;00:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Premium Eco;First;Main;Non-Veg;Asia;19;7;4;5;0;0,21;0,4;1,2;5,5;2,7;0;0;0;73;10:00;00:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Premium Eco;First;Main;Veg;Asia;19;7;5;6;0;0,26;0,4;1,2;4,5;1,2;0;0;0;65;10:00;00:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Premium Eco;First;Main;Bread;Asia;19;7;6;6;0;0,32;0,4;1,2;1;0,3;1;1;0,3;91;10:00;00:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Premium Eco;Second;Breakfast;;Asia;19;19;17;18;0;0,89;1;1;0;0;0;0;0;79;10:00;00:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Premium Eco;Second;Dinner;Meat;Asia;19;11;7;7;0;0,37;0,6;1,2;5;2,5;4;20;10;77;10:00;00:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Premium Eco;Second;Dinner;Veg;Asia;19;11;8;9;0;0,42;0,6;1,2;4,5;1,2;0;0;0;73;10:00;00:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Eco;First;Main;Non-Veg;Asia;118;70;55;52;0;0,47;0,6;1,2;5,5;2,7;15;82,5;40,5;78;10:00;00:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Eco;First;Main;Veg;Asia;118;70;50;49;0;0,42;0,6;1,2;4,5;1,2;20;90;24;92;10:00;00:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Eco;Second;Breakfast;;Asia;118;118;85;88;0;0,72;1;1;0;0;0;0;0;74;10:00;00:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Eco;Second;Dinner;Meat;Asia;118;70;60;60;0;0,51;0,6;1,2;5;2,5;10;50;25;70;10:00;00:00;10:00;intercont
2024-04-30;4Y005;FRA;HND;Eco;Second;Dinner;Veg;Asia;118;70;54;52;0;0,46;0,6;1,2;4,5;1,2;16;72;19,2;98;10:00;00:00;10:00;intercont
2024-04-30;4Y006;FRA;GRU;Business;First;Starter;Meat;South America;32;19;15;15;0;0,47;0,6;1,2;5;2,5;4;20;10;72;21:00;06:00;11:00;intercont
2024-04-30;4Y006;FRA;GRU;Business;First;Starter;Veg;South America;32;19;20;19;6;0,62;0,6;1,2;4,5;1,2;0;0;0;96;21:00;06:00;11:00;intercont
2024-04-30;4Y006;FRA;GRU;Business;First;Main;Meat;South America;32;12;8;9;0;0,25;0,4;1,2;5;2,5;0;0;0;80;21:00;06:00;11:00;intercont
2024-04-30;4Y006;FRA;GRU;Business;First;Main;Veg;South America;32;12;8;8;0;0,25;0,4;1,2;4,5;1,2;4;18;4,8;78;21:00;06:00;11:00;intercont
2024-04-30;4Y006;FRA;GRU;Business;First;Main;Fish;South America;32;12;12;12;2;0,38;0,4;1,2;6;3;0;0;0;78;21:00;06:00;11:00;intercont
2024-04-30;4Y006;FRA;GRU;Business;First;Dessert;Cheese;South America;32;19;14;14;0;0,44;0,6;1,2;3,5;1,8;5;17,5;9;66;21:00;06:00;11:00;intercont
2024-04-30;4Y006;FRA;GRU;Business;First;Dessert;Sweet;South America;32;19;15;16;0;0,47;0,6;1,2;2,5;0,8;0;0;0;80;21:00;06:00;11:00;intercont
2024-04-30;4Y006;FRA;GRU;Business;Second;Breakfast;;South America;32;32;29;29;0;0,91;1;1;0;0;3;0;0;83;21:00;06:00;11:00;intercont
2024-04-30;4Y006;FRA;GRU;Business;Second;Dinner;Meat;South America;32;19;19;19;3;0,59;0,6;1,2;5;2,5;0;0;0;68;21:00;06:00;11:00;intercont
2024-04-30;4Y006;FRA;GRU;Business;Second;Dinner;Veg;South America;32;19;18;19;2;0,56;0,6;1,2;4,5;1,2;0;0;0;66;21:00;06:00;11:00;intercont
2024-04-30;4Y006;FRA;GRU;Premium Eco;First;Starter;Snack;South America;29;29;26;26;0;0,9;1;1;2;0,5;3;6;1,5;92;21:00;06:00;11:00;intercont
2024-04-30;4Y006;FRA;GRU;Premium Eco;First;Main;Non-Veg;South America;29;11;9;9;0;0,31;0,4;1,2;5,5;2,7;2;11;5,4;71;21:00;06:00;11:00;intercont
2024-04-30;4Y006;FRA;GRU;Premium Eco;First;Main;Veg;South America;29;11;7;8;0;0,24;0,4;1,2;4,5;1,2;0;0;0;91;21:00;06:00;11:00;intercont
2024-04-30;4Y006;FRA;GRU;Premium Eco;First;Main;Bread;South America;29;11;10;10;0;0,34;0,4;1,2;1;0,3;1;1;0,3;76;21:00;06:00;11:00;intercont
2024-04-30;4Y006;FRA;GRU;Premium Eco;Second;Breakfast;;South America;29;29;27;28;0;0,93;1;1;0;0;0;0;0;77;21:00;06:00;11:00;intercont
2024-04-30;4Y006;FRA;GRU;Premium Eco;Second;Dinner;Meat;South America;29;17;14;15;0;0,48;0,6;1,2;5;2,5;0;0;0;79;21:00;06:00;11:00;intercont
2024-04-30;4Y006;FRA;GRU;Premium Eco;Second;Dinner;Veg;South America;29;17;14;15;0;0,48;0,6;1,2;4,5;1,2;0;0;0;95;21:00;06:00;11:00;intercont
2024-04-30;4Y006;FRA;GRU;Eco;First;Main;Non-Veg;South America;177;106;104;102;0;0,59;0,6;1,2;5,5;2,7;2;11;5,4;90;21:00;06:00;11:00;intercont
2024-04-30;4Y006;FRA;GRU;Eco;First;Main;Veg;South America;177;106;81;78;0;0,46;0,6;1,2;4,5;1,2;25;112,5;30;92;21:00;06:00;11:00;intercont
2024-04-30;4Y006;FRA;GRU;Eco;Second;Breakfast;;South America;177;177;168;164;0;0,95;1;1;0;0;9;0;0;78;21:00;06:00;11:00;intercont
2024-04-30;4Y006;FRA;GRU;Eco;Second;Dinner;Meat;South America;177;106;74;76;0;0,42;0,6;1,2;5;2,5;0;0;0;89;21:00;06:00;11:00;intercont
2024-04-30;4Y006;FRA;GRU;Eco;Second;Dinner;Veg;South America;177;106;74;77;0;0,42;0,6;1,2;4,5;1,2;0;0;0;67;21:00;06:00;11:00;intercont
2024-04-30;4Y007;FRA;LHR;Business;First;Breakfast;;Europe;51;51;36;37;0;0,71;1;1;0;0;0;0;0;86;07:00;08:00;01:00;cont
2024-04-30;4Y007;FRA;LHR;Business;First;Hot Meal;Meat;Europe;51;30;29;28;0;0,57;0,6;1,2;5;2,5;1;5;2,5;73;07:00;08:00;01:00;cont
2024-04-30;4Y007;FRA;LHR;Business;First;Hot Meal;Veg;Europe;51;30;26;26;0;0,51;0,6;1,2;4,5;1,2;4;18;4,8;78;07:00;08:00;01:00;cont
2024-04-30;4Y008;FRA;CDG;Business;First;Breakfast;;Europe;33;33;30;29;0;0,91;1;1;0;0;3;0;0;80;09:00;10:00;01:00;cont
2024-04-30;4Y008;FRA;CDG;Business;First;Hot Meal;Meat;Europe;33;19;13;13;0;0,39;0,6;1,2;5;2,5;6;30;15;90;09:00;10:00;01:00;cont
2024-04-30;4Y008;FRA;CDG;Business;First;Hot Meal;Veg;Europe;33;19;18;19;2;0,55;0,6;1,2;4,5;1,2;0;0;0;85;09:00;10:00;01:00;cont
2024-04-30;4Y009;FRA;MAD;Business;First;Breakfast;;Europe;44;44;37;38;0;0,84;1;1;0;0;0;0;0;100;11:00;13:00;02:00;cont
2024-04-30;4Y009;FRA;MAD;Business;First;Hot Meal;Meat;Europe;44;26;21;21;0;0,48;0,6;1,2;5;2,5;5;25;12,5;71;11:00;13:00;02:00;cont
2024-04-30;4Y009;FRA;MAD;Business;First;Hot Meal;Veg;Europe;44;26;21;21;0;0,48;0,6;1,2;4,5;1,2;5;22,5;6;91;11:00;13:00;02:00;cont
2024-04-30;4Y010;FRA;AMS;Business;First;Breakfast;;pEurope;48;48;37;36;0;0,77;1;1;0;0;11;0;0;74;14:00;15:00;01:00;cont
2024-04-30;4Y010;FRA;AMS;Business;First;Hot Meal;Meat;pEurope;48;28;23;23;0;0,48;0,6;1,2;5;2,5;5;25;12,5;68;14:00;15:00;01:00;cont
2024-04-30;4Y010;FRA;AMS;Business;First;Hot Meal;Veg;pEurope;48;28;27;26;0;0,56;0,6;1,2;4,5;1,2;1;4,5;1,2;94;14:00;15:00;01:00;cont
2024-04-30;4Y011;FRA;BCN;Business;First;Breakfast;;Europe;60;60;43;43;0;0,72;1;1;0;0;17;0;0;73;16:00;18:00;02:00;cont
2024-04-30;4Y011;FRA;BCN;Business;First;Hot Meal;Meat;Europe;60;36;24;25;0;0,4;0,6;1,2;5;2,5;0;0;0;72;16:00;18:00;02:00;cont
2024-04-30;4Y011;FRA;BCN;Business;First;Hot Meal;Veg;Europe;60;36;26;25;0;0,43;0,6;1,2;4,5;1,2;10;45;12;73;16:00;18:00;02:00;cont
2024-04-30;4Y012;FRA;ZRH;Business;First;Breakfast;;Europe;30;30;25;24;0;0,83;1;1;0;0;5;0;0;71;19:00;20:00;01:00;cont
2024-04-30;4Y012;FRA;ZRH;Business;First;Hot Meal;Meat;Europe;30;18;13;14;0;0,43;0,6;1,2;5;2,5;0;0;0;82;19:00;20:00;01:00;cont
2024-04-30;4Y012;FRA;ZRH;Business;First;Hot Meal;Veg;Europe;30;18;15;16;0;0,5;0,6;1,2;4,5;1,2;0;0;0;92;19:00;20:00;01:00;cont
2024-05-01;4Y001;FRA;JFK;Business;First;Starter;Meat;North America;47;28;20;19;0;0,43;0,6;1,2;5;2,5;8;40;20;89;08:00;11:00;08:00;intercont
2024-05-01;4Y001;FRA;JFK;Business;First;Starter;Veg;North America;47;28;24;23;0;0,51;0,6;1,2;4,5;1,2;4;18;4,8;80;08:00;11:00;08:00;intercont
2024-05-01;4Y001;FRA;JFK;Business;First;Main;Meat;North America;47;18;15;16;0;0,32;0,4;1,2;5;2,5;0;0;0;100;08:00;11:00;08:00;intercont
2024-05-01;4Y001;FRA;JFK;Business;First;Main;Veg;North America;47;18;12;13;0;0,26;0,4;1,2;4,5;1,2;0;0;0;83;08:00;11:00;08:00;intercont
2024-05-01;4Y001;FRA;JFK;Business;First;Main;Fish;North America;47;18;13;13;0;0,28;0,4;1,2;6;3;5;30;15;95;08:00;11:00;08:00;intercont
2024-05-01;4Y001;FRA;JFK;Business;First;Dessert;Cheese;North America;47;28;26;27;0;0,55;0,6;1,2;3,5;1,8;0;0;0;87;08:00;11:00;08:00;intercont
2024-05-01;4Y001;FRA;JFK;Business;First;Dessert;Sweet;North America;47;28;25;26;0;0,53;0,6;1,2;2,5;0,8;0;0;0;96;08:00;11:00;08:00;intercont
2024-05-01;4Y001;FRA;JFK;Business;Second;Breakfast;;North America;47;47;37;37;0;0,79;1;1;0;0;10;0;0;85;08:00;11:00;08:00;intercont
2024-05-01;4Y001;FRA;JFK;Business;Second;Dinner;Meat;North America;47;28;20;21;0;0,43;0,6;1,2;5;2,5;0;0;0;98;08:00;11:00;08:00;intercont
2024-05-01;4Y001;FRA;JFK;Business;Second;Dinner;Veg;North America;47;28;22;21;0;0,47;0,6;1,2;4,5;1,2;6;27;7,2;99;08:00;11:00;08:00;intercont
2024-05-01;4Y001;FRA;JFK;Premium Eco;First;Starter;Snack;North America;21;21;18;18;0;0,86;1;1;2;0,5;3;6;1,5;97;08:00;11:00;08:00;intercont
2024-05-01;4Y001;FRA;JFK;Premium Eco;First;Main;Non-Veg;North America;21;8;5;5;0;0,24;0,4;1,2;5,5;2,7;3;16,5;8,1;86;08:00;11:00;08:00;intercont
2024-05-01;4Y001;FRA;JFK;Premium Eco;First;Main;Veg;North America;21;8;8;8;4;0,38;0,4;1,2;4,5;1,2;0;0;0;72;08:00;11:00;08:00;intercont
2024-05-01;4Y001;FRA;JFK;Premium Eco;First;Main;Bread;North America;21;8;7;8;1;0,33;0,4;1,2;1;0,3;0;0;0;74;08:00;11:00;08:00;intercont
